*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19940621/1200    0.200000      0.100000     0.000000     12.800000      10.900000      9.800000           
19940622/1200    10.600000     10.200000    8.000000     8.500000       7.400000       7.100000           
19940623/1200    10.000000     4.600000     1.600000     7.000000       5.400000       4.800000           
19940624/1200    2.800000      2.000000     1.300000     7.800000       8.100000       6.800000           
19940625/1200    1.100000      1.100000     2.000000     8.500000       7.800000       8.600000           
19940626/1200    4.500000      5.800000     1.400000     10.600000      9.700000       9.900000           
19940627/1200    4.400000      4.200000     10.400000    9.700000       9.900000       11.800000          
19940628/1200    2.900000      0.200000     0.100000     13.500000      12.700000      14.300000          
19940629/1200    1.000000      0.200000     0.000000     17.700001      15.000000      13.900000          
19940630/1200    18.000000     26.500000    14.300000    11.300000      10.000000      10.200000              
19940701/1200    4.100000      0.600000     0.400000     10.700000      10.500000      11.500000          
19940702/1200    0.000000      0.000000     0.000000     12.600000      12.100000      13.500000          
19940703/1200    0.000000      0.000000     0.000000     14.200000      13.100000      14.300000          
19940704/1200    0.000000      0.000000     0.000000     20.000000      17.299999      16.900000          
19940705/1200    0.000000      0.000000     0.000000     19.799999      18.100000      18.100000          
19940706/1200    0.000000      0.100000     0.000000     17.799999      17.799999      17.200001          
19940707/1200    0.000000      0.000000     0.000000     16.100000      16.100000      17.100000          
19940708/1200    0.000000      0.000000     0.000000     15.100000      15.500000      15.100000          
19940709/1200    0.000000      0.000000     0.000000     14.300000      14.100000      14.200000          
19940710/1200    0.000000      0.100000     2.700000     12.100000      12.100000      13.400000          
19940711/1200    4.300000      1.700000     0.300000     14.700000      13.500000      13.600000          
19940712/1200    0.600000      1.800000     1.100000     19.100000      18.400000      19.200001          
19940713/1200    0.000000      0.000000     0.000000     18.600000      17.400000      18.799999          
19940714/1200    3.300000      2.000000     0.100000     18.900000      17.299999      17.700001          
19940715/1200    0.100000      4.400000     0.000000     19.400000      16.700001      18.799999          
19940716/1200    14.800000     34.700001    9.800000     11.800000      10.100000      11.600000              
19940717/1200    1.900000      1.700000     0.200000     10.800000      9.800000       9.800000           
19940718/1200    2.600000      0.100000     0.000000     13.600000      13.700000      13.500000          
19940719/1200    0.000000      0.000000     0.000000     13.900000      13.700000      13.400000          
19940720/1200    0.000000      0.000000     0.000000     14.900000      14.200000      14.400000          
19940721/1200    0.000000      0.000000     0.000000     15.500000      15.300000      16.100000          
19940722/1200    11.000000     0.000000     0.000000     18.600000      16.799999      16.799999          
19940723/1200    3.000000      0.400000     0.000000     14.000000      12.400000      13.300000          
19940724/1200    0.000000      0.000000     0.000000     16.799999      14.600000      16.400000          
19940725/1200    0.000000      0.000000     0.000000     19.100000      18.000000      15.500000          
19940726/1200    0.000000      0.000000     0.300000     24.500000      21.100000      20.900000          
19940727/1200    0.000000      0.000000     0.100000     20.000000      17.299999      22.200001          
19940728/1200    7.200000      9.000000     3.800000     15.900000      14.300000      17.000000          
19940729/1200    0.000000      0.000000     0.000000     17.000000      14.400000      14.100000          
19940730/1200    0.000000      0.000000     2.900000     19.500000      16.100000      18.000000          
19940731/1200    0.400000      3.500000     0.000000     22.200001      19.400000      18.500000          
19940801/1200    0.000000      0.000000     0.000000     21.500000      19.500000      18.200001          
19940802/1200    0.000000      0.100000     0.000000     24.000000      20.299999      18.900000          
19940803/1200    0.000000      0.200000     0.000000     18.000000      16.299999      16.900000          
19940804/1200    4.800000      19.500000    0.000000     19.000000      17.100000      18.100000              
19940805/1200    0.000000      0.100000     0.000000     19.500000      16.400000      16.700001          
19940806/1200    6.000000      9.400000     5.100000     14.400000      13.300000      13.500000          
19940807/1200    2.400000      1.100000     0.500000     11.300000      10.900000      9.600000           
19940808/1200    0.000000      0.000000     0.000000     11.000000      10.000000      9.400000           
19940809/1200    0.000000      3.200000     0.000000     12.600000      11.300000      10.900000          
19940810/1200    3.400000      10.000000    3.300000     13.200000      12.500000      12.200000              
19940811/1200    0.200000      0.000000     0.000000     15.800000      13.900000      10.100000          
19940812/1200    0.000000      0.000000     0.000000     14.800000      13.900000      13.300000          
19940813/1200    13.800000     19.700001    10.100000    10.200000      8.100000       9.300000           
19940814/1200    11.700000     26.299999    10.000000    10.000000      7.500000       8.000000           
19940815/1200    3.600000      1.400000     0.900000     9.800000       8.200000       7.700000           
19940816/1200    0.500000      0.000000     0.000000     9.900000       7.900000       7.700000           
19940817/1200    0.000000      0.000000     0.000000     12.900000      9.900000       7.300000           
19940818/1200    0.000000      0.100000     0.000000     14.200000      12.500000      11.800000          
19940819/1200    0.800000      2.000000     0.000000     13.100000      11.600000      10.000000          
19940820/1200    0.000000      0.300000     0.200000     12.900000      10.500000      10.100000          
19940821/1200    3.100000      0.100000     0.500000     12.700000      12.100000      9.700000           
19940822/1200    4.800000      29.200001    11.400000    11.600000      10.800000      9.400000           
19940823/1200    12.000000     7.400000     12.900000    14.500000      13.100000      11.900000          
19940824/1200    0.000000      0.000000     0.100000     15.900000      12.200000      10.200000          
19940825/1200    0.000000      0.000000     0.000000     16.500000      13.900000      11.700000          
19940826/1200    0.000000      0.000000     0.000000     14.900000      11.500000      10.300000          
